	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count
MAG20_MAG20_14_14	MAG20	MAG20_14	14	17103	17417	1	C	K07584	uncharacterized protein	MER0150491	C108	MER0150491 - Prp peptidase ({Staphylococcus aureus}) (Ruminococcus sp. CAG:563) [C108.001]#C108#{peptidase unit: 1-102}~source WP_022143564~	False	0.536	105.0	5.962e-26	Cysteine protease Prp [PF04327.13]		REFSEQ	Xu	REFSEQ ribosomal-processing cysteine protease Prp; Xu	0
MAG20_MAG20_14_15	MAG20	MAG20_14	15	17420	17704	1	C	K02899	large subunit ribosomal protein L27								Ribosomal L27 protein [PF01016.20]					0
MAG20_MAG20_14_16	MAG20	MAG20_14	16	17755	17967	-1	E															0
MAG20_MAG20_14_17	MAG20	MAG20_14	17	18062	18385	-1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]					0
MAG20_MAG20_140_1	MAG20	MAG20_140	1	3	449	-1	E															0
MAG20_MAG20_140_2	MAG20	MAG20_140	2	487	1923	-1	D										FAD dependent oxidoreductase [PF01266.25]; Rieske [2Fe-2S] domain [PF00355.27]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.7]					0
MAG20_MAG20_140_3	MAG20	MAG20_140	3	2057	3526	1	D										MFS/sugar transport protein [PF13347.7]					0
MAG20_MAG20_140_4	MAG20	MAG20_140	4	3576	4340	-1	C	K07260	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	MER0179125	M15B	MER0179125 - DacB metallopeptidase ({Streptococcus pneumoniae}) (Clostridium sp. L2-50) [M15.024]#M15B#{peptidase unit: 99-278}~source ZP_02075405~	False	0.684	243.0	8.696e-71	D-alanyl-D-alanine carboxypeptidase [PF02557.18]					0
MAG20_MAG20_141_1	MAG20	MAG20_141	1	3	152	-1	E															0
MAG20_MAG20_141_2	MAG20	MAG20_141	2	376	2265	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]								C-5 cytosine-specific DNA methylase [PF00145.18]		sp|P34877|MTSA_LACLC	Xh;Xp	sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp	0
MAG20_MAG20_141_3	MAG20	MAG20_141	3	2358	2729	-1	E															0
MAG20_MAG20_141_4	MAG20	MAG20_141	4	2736	3104	-1	D										VRR-NUC domain [PF08774.12]		sp|Q9T1Q4|VP44_BPAPS	Xu	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	0
MAG20_MAG20_141_5	MAG20	MAG20_141	5	3107	3649	-1	E															0
MAG20_MAG20_141_6	MAG20	MAG20_141	6	3642	4001	-1	E															0
MAG20_MAG20_141_7	MAG20	MAG20_141	7	4016	4219	-1	E															0
MAG20_MAG20_142_1	MAG20	MAG20_142	1	30	506	1	E															0
MAG20_MAG20_142_2	MAG20	MAG20_142	2	593	2281	1	E															0
MAG20_MAG20_142_3	MAG20	MAG20_142	3	2349	3176	1	D										MazG nucleotide pyrophosphohydrolase domain [PF03819.18]					0
MAG20_MAG20_142_4	MAG20	MAG20_142	4	3177	3449	1	C	K03530	DNA-binding protein HU-beta								Bacterial DNA-binding protein [PF00216.22]					0
MAG20_MAG20_142_5	MAG20	MAG20_142	5	3501	3740	1	C	K04762	ribosome-associated heat shock protein Hsp15								S4 domain [PF01479.26]					0
MAG20_MAG20_142_6	MAG20	MAG20_142	6	3817	4089	1	D										YabP family [PF07873.12]					0
MAG20_MAG20_143_1	MAG20	MAG20_143	1	3	284	-1	D										Flavodoxin domain [PF12724.8]					0
MAG20_MAG20_143_2	MAG20	MAG20_143	2	311	853	-1	D										NADPH-dependent FMN reductase [PF03358.16]; Flavodoxin-like fold [PF02525.18]					0
MAG20_MAG20_143_3	MAG20	MAG20_143	3	870	1724	-1	C	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]								Aldo/keto reductase family [PF00248.22]					0
MAG20_MAG20_143_4	MAG20	MAG20_143	4	1749	2387	-1	D										Flavodoxin [PF12682.8]; Flavodoxin domain [PF12724.8]					0
MAG20_MAG20_143_5	MAG20	MAG20_143	5	2411	3571	-1	D										Iron-containing alcohol dehydrogenase [PF00465.20]; Iron-containing alcohol dehydrogenase [PF13685.7]					0
MAG20_MAG20_143_6	MAG20	MAG20_143	6	3680	4087	1	C	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator								MerR HTH family regulatory protein [PF13411.7]; MerR, DNA binding [PF09278.12]					0
MAG20_MAG20_144_1	MAG20	MAG20_144	1	2	1201	1	C	K01754	threonine dehydratase [EC:4.3.1.19]								Pyridoxal-phosphate dependent enzyme [PF00291.26]					0
MAG20_MAG20_144_2	MAG20	MAG20_144	2	1220	1591	1	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.22]; YjgF/chorismate_mutase-like, putative endoribonuclease [PF14588.7]					0
MAG20_MAG20_144_3	MAG20	MAG20_144	3	1698	2297	1	D										Flavin reductase like domain [PF01613.19]; Rubredoxin [PF00301.21]					0
MAG20_MAG20_144_4	MAG20	MAG20_144	4	2346	4082	-1	C	K01002	phosphoglycerol transferase [EC:2.7.8.20]								Sulfatase [PF00884.24]					0
MAG20_MAG20_145_1	MAG20	MAG20_145	1	1	1095	-1	E															0
MAG20_MAG20_145_2	MAG20	MAG20_145	2	1205	2455	-1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.8]; FtsX-like permease family [PF02687.22]					0
MAG20_MAG20_145_3	MAG20	MAG20_145	3	2473	3993	-1	D										Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.6]; HlyD family secretion protein [PF13437.7]					0
MAG20_MAG20_146_1	MAG20	MAG20_146	1	3	764	-1	C	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]								PP-loop family [PF01171.21]					0
MAG20_MAG20_146_2	MAG20	MAG20_146	2	757	2124	-1	C	K02314	replicative DNA helicase [EC:3.6.4.12]								DnaB-like helicase C terminal domain [PF03796.16]; DnaB-like helicase N terminal domain [PF00772.22]; AAA domain [PF13481.7]; KaiC [PF06745.14]		sp|P04530|VG41_BPT4	Xh;Xr	sp|P04530|VG41_BPT4 ATP-dependent helicase 41; XhXr	0
MAG20_MAG20_146_3	MAG20	MAG20_146	3	2161	2604	-1	C	K02939	large subunit ribosomal protein L9								Ribosomal protein L9, C-terminal domain [PF03948.15]; Ribosomal protein L9, N-terminal domain [PF01281.20]					0
MAG20_MAG20_146_4	MAG20	MAG20_146	4	2618	4036	-1	C	K12574	ribonuclease J [EC:3.1.-.-]								Ribonuclease J C-terminal domain [PF17770.2]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.13]					0
MAG20_MAG20_147_1	MAG20	MAG20_147	1	14	952	-1	C	K02357	elongation factor Ts								Elongation factor TS [PF00889.20]					0
MAG20_MAG20_147_2	MAG20	MAG20_147	2	1000	1746	-1	C	K02967	small subunit ribosomal protein S2								Ribosomal protein S2 [PF00318.21]					0
MAG20_MAG20_147_3	MAG20	MAG20_147	3	1912	2631	-1	C	K07009	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	MER0236022	C26	MER0236022 - family C26 non-peptidase homologues (Thermoanaerobacter brockii) [C26.UNW]#C26#{peptidase unit: 1-243}~source YP_004185023~	False	0.557	258.0	2.183e-76	CobB/CobQ-like glutamine amidotransferase domain [PF07685.15]; Glutamine amidotransferase class-I [PF00117.29]					0
MAG20_MAG20_147_4	MAG20	MAG20_147	4	2628	3938	-1	C	K23393	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]								Domain of unknown function (DUF1727) [PF08353.11]; Mur ligase middle domain [PF08245.13]					0
MAG20_MAG20_148_1	MAG20	MAG20_148	1	2	175	-1	D										SpoVAC/SpoVAEB sporulation membrane protein [PF03862.14]					0
MAG20_MAG20_148_2	MAG20	MAG20_148	2	293	1039	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.28]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG20_MAG20_148_3	MAG20	MAG20_148	3	1097	1450	1	C	K06407	stage V sporulation protein AE								SpoVAC/SpoVAEB sporulation membrane protein [PF03862.14]					0
MAG20_MAG20_148_4	MAG20	MAG20_148	4	1510	1893	-1	C	K01489	cytidine deaminase [EC:3.5.4.5]								Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.24]					0
MAG20_MAG20_148_5	MAG20	MAG20_148	5	2257	2661	-1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]; Helix-turn-helix domain [PF13560.7]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.14]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.6]; Cro/C1-type HTH DNA-binding domain [PF13443.7]					0
MAG20_MAG20_148_6	MAG20	MAG20_148	6	3134	3496	-1	E															0
MAG20_MAG20_149_1	MAG20	MAG20_149	1	76	2736	1	D										Bacterial membrane protein YfhO [PF09586.11]					0
MAG20_MAG20_149_2	MAG20	MAG20_149	2	2934	3698	1	C	K07699	two-component system, response regulator, stage 0 sporulation protein A								Sporulation initiation factor Spo0A C terminal [PF08769.12]; Response regulator receiver domain [PF00072.25]					0
MAG20_MAG20_15_1	MAG20	MAG20_15	1	1	174	-1	E															0
MAG20_MAG20_15_2	MAG20	MAG20_15	2	143	832	-1	C	K18349	two-component system, OmpR family, response regulator VanR								Response regulator receiver domain [PF00072.25]; Transcriptional regulatory protein, C terminal [PF00486.29]					0
MAG20_MAG20_15_3	MAG20	MAG20_15	3	983	1900	-1	D										SUF system FeS cluster assembly, SufBD [PF01458.18]					0
MAG20_MAG20_15_4	MAG20	MAG20_15	4	1905	2636	-1	C	K09013	Fe-S cluster assembly ATP-binding protein								ABC transporter [PF00005.28]					0
MAG20_MAG20_15_5	MAG20	MAG20_15	5	2687	4993	-1	C	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]								Homocysteine S-methyltransferase [PF02574.17]; Pterin binding enzyme [PF00809.23]; B12 binding domain [PF02310.20]; B12 binding domain [PF02607.18]					0
MAG20_MAG20_15_6	MAG20	MAG20_15	6	4983	5543	-1	D										Vitamin B12 dependent methionine synthase, activation domain [PF02965.18]					0
MAG20_MAG20_15_7	MAG20	MAG20_15	7	5536	6402	-1	C	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]								Methylenetetrahydrofolate reductase [PF02219.18]					0
MAG20_MAG20_15_8	MAG20	MAG20_15	8	6485	6661	-1	E															0
MAG20_MAG20_15_9	MAG20	MAG20_15	9	6841	7269	1	C	K02871	large subunit ribosomal protein L13								Ribosomal protein L13 [PF00572.19]					0
MAG20_MAG20_15_10	MAG20	MAG20_15	10	7286	7684	1	C	K02996	small subunit ribosomal protein S9								Ribosomal protein S9/S16 [PF00380.20]					0
MAG20_MAG20_15_11	MAG20	MAG20_15	11	7768	8256	1	D										Acetyltransferase (GNAT) family [PF00583.26]; Acetyltransferase (GNAT) domain [PF13673.8]; Acetyltransferase (GNAT) domain [PF13508.8]; Acetyltransferase (GNAT) domain [PF13420.8]; FR47-like protein [PF08445.11]; Acetyltransferase (GNAT) domain [PF13302.8]; Acetyltransferase (GNAT) domain [PF13527.8]					0
MAG20_MAG20_15_12	MAG20	MAG20_15	12	8291	9574	-1	C	K08217	MFS transporter, DHA3 family, macrolide efflux protein								Transmembrane secretion effector [PF05977.14]					0
MAG20_MAG20_15_13	MAG20	MAG20_15	13	10088	10951	1	C	K13653	AraC family transcriptional regulator								Helix-turn-helix domain [PF12833.8]					0
MAG20_MAG20_15_14	MAG20	MAG20_15	14	11070	11744	1	D										Response regulator receiver domain [PF00072.25]; Transcriptional regulatory protein, C terminal [PF00486.29]					0
MAG20_MAG20_15_15	MAG20	MAG20_15	15	11888	12802	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.28]					0
MAG20_MAG20_15_16	MAG20	MAG20_15	16	12795	13637	1	D										ABC-2 family transporter protein [PF12730.8]					0
MAG20_MAG20_15_17	MAG20	MAG20_15	17	13647	14552	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.27]; His Kinase A (phospho-acceptor) domain [PF00512.26]; GHKL domain [PF14501.7]					0
MAG20_MAG20_15_18	MAG20	MAG20_15	18	14659	15699	1	D										Protein of unknown function (DUF2804) [PF10974.9]					0
MAG20_MAG20_15_19	MAG20	MAG20_15	19	15750	17033	-1	D										Protein of unknown function (DUF975) [PF06161.12]					0
MAG20_MAG20_15_20	MAG20	MAG20_15	20	17056	18348	-1	C	K01880	glycyl-tRNA synthetase [EC:6.1.1.14]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.26]; Anticodon binding domain [PF03129.21]					0
MAG20_MAG20_150_1	MAG20	MAG20_150	1	3	170	-1	E															0
MAG20_MAG20_150_2	MAG20	MAG20_150	2	234	1937	-1	D										PPIC-type PPIASE domain [PF13616.7]; PPIC-type PPIASE domain [PF00639.22]					0
MAG20_MAG20_150_3	MAG20	MAG20_150	3	2029	3831	-1	D										PPIC-type PPIASE domain [PF13616.7]; PPIC-type PPIASE domain [PF00639.22]					0
MAG20_MAG20_151_1	MAG20	MAG20_151	1	2	1393	1	C	K03310	alanine or glycine:cation symporter, AGCS family								Sodium:alanine symporter family [PF01235.18]					0
MAG20_MAG20_151_2	MAG20	MAG20_151	2	1490	2419	1	E															0
MAG20_MAG20_151_3	MAG20	MAG20_151	3	2451	3794	1	C	K03498	trk system potassium uptake protein								Cation transport protein [PF02386.17]					0
MAG20_MAG20_152_1	MAG20	MAG20_152	1	171	1544	-1	C	K04485	DNA repair protein RadA/Sms	MER1039632	S16	MER1039632 - family S16 non-peptidase homologues (Anaerotruncus sp. CAG:528) [S16.UNW]#S16#{peptidase unit: 183-453}~source R5Y7K6~	True	0.872	492.0	1.804e-153	KaiC [PF06745.14]; Lon protease (S16) C-terminal proteolytic domain [PF05362.14]; Subunit ChlI of Mg-chelatase [PF13541.7]; AAA domain [PF13481.7]; DnaB-like helicase C terminal domain [PF03796.16]; Rad51 [PF08423.12]; Rubredoxin metal binding domain [PF18073.2]; recA bacterial DNA recombination protein [PF00154.22]		sp|P04530|VG41_BPT4	Xh;Xr	sp|P04530|VG41_BPT4 ATP-dependent helicase 41; XhXr	0
MAG20_MAG20_152_2	MAG20	MAG20_152	2	1548	2243	-1	C	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01520.19]					0
MAG20_MAG20_152_3	MAG20	MAG20_152	3	2370	3332	1	C	K00018	glycerate dehydrogenase [EC:1.1.1.29]								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.20]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.31]					0
MAG20_MAG20_153_1	MAG20	MAG20_153	1	59	1117	1	D										HIGH Nucleotidyl Transferase [PF05636.12]					0
MAG20_MAG20_153_2	MAG20	MAG20_153	2	1133	1888	1	C	K01142	exodeoxyribonuclease III [EC:3.1.11.2]								Endonuclease/Exonuclease/phosphatase family [PF03372.24]; Endonuclease-reverse transcriptase [PF14529.7]					0
MAG20_MAG20_153_3	MAG20	MAG20_153	3	1930	2502	-1	C	K05985	ribonuclease M5 [EC:3.1.26.8]								Domain of unknown function (DUF4093) [PF13331.7]; Toprim domain [PF13662.7]					0
MAG20_MAG20_153_4	MAG20	MAG20_153	4	2495	3544	-1	C	K02340	DNA polymerase III subunit delta [EC:2.7.7.7]								DNA polymerase III, delta subunit [PF06144.14]					0
MAG20_MAG20_153_5	MAG20	MAG20_153	5	3532	3789	-1	E															0
MAG20_MAG20_154_1	MAG20	MAG20_154	1	1	546	1	E															0
MAG20_MAG20_154_2	MAG20	MAG20_154	2	593	1894	-1	D			MER0880182	M42	MER0880182 - family M42 unassigned peptidases (Ruminococcus sp. CAG:177) [M42.UPW]#M42#{peptidase unit: 109-396}~source R6HZY3~	False	0.468	247.0	2.019e-69	Peptidase family M28 [PF04389.18]					0
MAG20_MAG20_154_3	MAG20	MAG20_154	3	2189	3535	1	C	K00262	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]								Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.22]; Glu/Leu/Phe/Val dehydrogenase, dimerisation domain [PF02812.19]					0
MAG20_MAG20_155_1	MAG20	MAG20_155	1	1	1059	-1	C	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]								Aminotransferase class-III [PF00202.22]					0
MAG20_MAG20_155_2	MAG20	MAG20_155	2	1332	2000	1	D										Bacterial regulatory proteins, tetR family [PF00440.24]					0
MAG20_MAG20_155_3	MAG20	MAG20_155	3	2020	3642	1	D										FGGY family of carbohydrate kinases, N-terminal domain [PF00370.22]; FGGY family of carbohydrate kinases, C-terminal domain [PF02782.17]					0
MAG20_MAG20_156_1	MAG20	MAG20_156	1	3	410	1	E															0
MAG20_MAG20_156_2	MAG20	MAG20_156	2	506	2005	1	C	K06400	site-specific DNA recombinase								Resolvase, N terminal domain [PF00239.22]; Recombinase [PF07508.14]; Recombinase zinc beta ribbon domain [PF13408.7]		sp|P03015|GIN_BPMU	Xr;Xh;Xp	sp|P03015|GIN_BPMU Serine recombinase gin; XhXpXr	0
MAG20_MAG20_156_3	MAG20	MAG20_156	3	2297	2749	1	C	K03829	putative acetyltransferase [EC:2.3.1.-]								Acetyltransferase (GNAT) family [PF00583.26]; Acetyltransferase (GNAT) domain [PF13508.8]; Acetyltransferase (GNAT) domain [PF13673.8]; Acetyltransferase (GNAT) domain [PF13527.8]; Acetyltransferase (GNAT) domain [PF13420.8]; FR47-like protein [PF08445.11]					0
MAG20_MAG20_156_4	MAG20	MAG20_156	4	2935	3747	1	C	K17837	metallo-beta-lactamase class B [EC:3.5.2.6]								Metallo-beta-lactamase superfamily [PF00753.28]					0
MAG20_MAG20_157_1	MAG20	MAG20_157	1	3	77	1	E															0
MAG20_MAG20_157_2	MAG20	MAG20_157	2	191	916	1	C	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]								tRNA (Guanine-1)-methyltransferase [PF01746.22]					0
MAG20_MAG20_157_3	MAG20	MAG20_157	3	1101	1364	1	C	K02784	phosphocarrier protein HPr								PTS HPr component phosphorylation site [PF00381.20]					0
MAG20_MAG20_157_4	MAG20	MAG20_157	4	1444	3264	1	C	K03703	excinuclease ABC subunit C								UvrC RIbonuclease H-like domain [PF08459.12]; Helix-hairpin-helix motif [PF12826.8]; GIY-YIG catalytic domain [PF01541.25]; Helix-hairpin-helix domain [PF14520.7]; UvrB/uvrC motif [PF02151.20]					0
MAG20_MAG20_157_5	MAG20	MAG20_157	5	3363	3686	1	C	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]								Conserved hypothetical protein 95 [PF03602.16]					0
MAG20_MAG20_158_1	MAG20	MAG20_158	1	176	3439	-1	C	K01191	alpha-mannosidase [EC:3.2.1.24]								Glycosyl hydrolases family 38 N-terminal domain [PF01074.23]; Glycosyl hydrolases family 38 C-terminal domain [PF07748.14]; Alpha mannosidase middle domain [PF09261.12]	GH38 alpha-mannosidase (EC 3.2.1.24); mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-1,6-mannosidase (EC 3.2.1.114); alpha-2-O-mannosylglycerate hydrolase (EC 3.2.1.170); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.-) [GH38]				0
MAG20_MAG20_158_2	MAG20	MAG20_158	2	3449	3667	-1	E															0
MAG20_MAG20_159_1	MAG20	MAG20_159	1	2	2539	1	D										MFS/sugar transport protein [PF13347.7]					0
MAG20_MAG20_159_2	MAG20	MAG20_159	2	2602	2817	1	E															0
MAG20_MAG20_159_3	MAG20	MAG20_159	3	2814	3680	1	D										Aminotransferase class-V [PF00266.20]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.18]; Cys/Met metabolism PLP-dependent enzyme [PF01053.21]					0
MAG20_MAG20_16_1	MAG20	MAG20_16	1	3	680	1	D										MFS/sugar transport protein [PF13347.7]					0
MAG20_MAG20_16_2	MAG20	MAG20_16	2	673	1284	1	E															0
MAG20_MAG20_16_3	MAG20	MAG20_16	3	1287	2138	1	D										Glycosyl hydrolases family 43 [PF04616.15]	GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_17]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_19]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_26]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_29]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_30]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_31]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_32]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_33]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_34]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_3]				0
